Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Wade Desarmo,true,5,0,20,0
Jamie Thomas,true,5,0,15,1
Eric Koston,false,2,5,26,8
Chris Cole,false,2,5,13,6
Chico Brenes,false,1,5,15,7
Eric Koston,false,0,5,13,6
Chris Cole,false,4,5,30,8
