Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Erik Ellington,true,5,3,18,5
Mike Mo Capaldi,false,2,5,16,7
Cesar Fernandez,true,5,3,15,4
PJ Ladd,true,5,4,19,6
Paul Shier,true,5,2,13,3
Mikey Taylor,true,5,0,15,1
Billy Marks,true,5,3,26,7
PJ Ladd,false,0,5,9,5
Chris Cole,false,2,5,17,7
