Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Chris Cole,true,5,3,18,5
Eric Koston,true,5,2,16,3
Shane O'Neill,false,2,5,16,5
Sean Malto,true,5,2,23,3
Chris Joslin,false,2,5,34,11
Torey Pudwill,false,0,5,6,5
Ronnie Creager,false,1,5,9,9
