Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Marc Johnson,true,5,4,13,6
Chris Cole,false,0,5,8,5
Danny Garcia,true,5,3,16,6
Billy Marks,false,3,5,10,7
Tom Asta,false,0,5,4,6
