Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Benny Fairfax,false,3,5,16,7
Danny Montoya,true,5,4,14,6
Kelly Hart,false,2,5,14,8
Jimmy Cao,true,5,3,15,4
