Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Luis "Moose" De Los Reyes,false,3,5,32,9
Trent McClung,true,5,2,30,3
Will Fyock,false,0,5,18,6
Brad Cromer,true,5,2,22,3
Matt Berger,false,0,5,24,10
