Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
TJ Rogers,false,3,5,31,10
Sewa Kroetkov,true,5,4,29,6
Cody Cepeda,true,5,2,43,7
Luan Oliveira,true,5,1,36,2
Felipe Gustavo,true,5,2,55,5
Diego Nájera,true,5,3,29,4
Kevin Ramsay,true,5,2,22,3
Nick Tucker,true,5,2,37,7
Carlos Ribeiro,true,5,0,23,2
Luan Oliveira,false,3,5,34,11
Tom Asta,true,5,0,32,2
Will Fyock,false,1,5,27,7
Tom Asta,true,5,2,37,5
Carlos Ribeiro,true,5,1,33,4
