Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Trevor McClung,true,5,2,25,3
David Gonzalez,true,5,4,12,7
Blake Carpenter,true,5,2,21,2
Jimmy Carlin,false,4,5,20,9
Chris Joslin,false,2,5,52,8
Nate Greenwood,true,5,1,14,3
Luan Oliveira,false,2,5,32,9
Ishod Wair,false,0,5,4,5
Paul Rodriguez,false,0,5,10,7
Will Fyock,false,4,5,17,8
