Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Mason Silva,true,5,4,20,6
Michael Sommer,true,5,4,36,6
Tom Asta,false,0,5,16,7
Micky Papa,false,0,5,27,7
Bobby Worrest,true,5,4,24,7
Jack Curtin,true,5,0,12,1
