Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Rick Howard,true,5,1,16,3
Chris Cole,false,2,5,13,7
David Gonzalez,false,3,5,21,9
Lizard King,true,5,1,16,3
Steve Berra,true,5,1,17,5
