Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Shane O'Neill,false,3,5,37,9
Walker Ryan,true,5,0,23,0
Sewa Kroetkov,false,1,5,12,6
Sewa Kroetkov,false,3,5,27,9
Chaz Ortiz,true,5,0,23,1
Chris Joslin,true,5,1,31,2
Morgan Smith,true,5,4,17,6
Felipe Gustavo,true,5,4,18,6
