Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Antonio Durao,true,5,1,24,3
Luan Oliveira,false,0,5,22,5
Walker Ryan,false,4,5,31,9
Paul Rodriguez,true,5,3,50,5
Sean Malto,false,4,5,54,14
