Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Cody McEntire,true,5,3,28,5
Aramis Hudson,true,5,3,18,4
Youness Amrani,true,5,0,32,2
Brian Peacock,true,5,0,14,0
Diego Nájera,false,3,5,29,9
Cody Cepeda,false,4,5,22,8
