Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Luis "Moose" De Los Reyes,false,4,5,21,10
Sean Malto,true,5,3,28,6
Tom Asta,false,0,5,21,6
Chaz Ortiz,false,2,5,27,6
John Dilorenzo,true,5,2,16,2
Nyjah Huston,false,3,5,26,9
Cody Cepeda,false,4,5,34,6
PJ Ladd,false,0,5,40,8
