Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Morgan Smith,false,0,5,23,7
Mike Mo Capaldi,true,5,4,18,7
PJ Ladd,false,1,5,21,8
Shane O'Neill,false,1,5,17,6
Shane O'Neill,true,5,3,26,5
Paul Rodriguez,false,1,5,12,7
Ronnie Creager,true,5,4,33,7
Sewa Kroetkov,true,5,1,27,3
