Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Josh Matthews,true,5,1,18,2
Timmy Johnson,true,5,0,15,1
Chris Joslin,false,3,5,27,7
Robert Neal,false,4,5,30,8
Micky Papa,true,5,3,31,7
Michael Sommer,true,5,2,28,4
Jamie Foy,true,5,0,12,0
Denny Pham,true,5,4,23,5
