Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Johnny Layton,false,4,5,12,8
Rick Howard,true,5,3,19,8
Chris Roberts and The Legion of Doom,true,5,3,22,5
Torey Pudwill,false,1,5,11,6
