Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Morgan Smith,false,4,5,32,9
PJ Ladd,false,0,5,15,6
Chris Joslin,false,0,5,18,7
Morgan Smith,false,1,5,21,6
Chris Joslin,false,1,5,29,9
