Opponent,Victory,Letters for,Letters against,Successful attempts,Unsuccessful attempts
Arto Saari,true,5,3,16,5
Mike Mo Capaldi,false,1,5,12,6
Paul Rodriguez,false,0,5,7,5
Dennis Busenitz,true,5,1,19,3
